,UserID,Review_Text,Date,NumberOfVisit
142,오아궁맘,주차장 들어가자마자 임신한사람 주차할수있는 분홍선이 있는데막아놓으시고 자리가 없으면 그때열어주시겠다고 하시더라구요 그러면 왜 만들어 놓으셨나요임신이 유세는 아니지만 배려석인데다 차면 열어주신다해서 뺑뺑 돌다 지하 거의 끝까지 내려갔습니다적지 않은 돈으로 혜택이 역시 좋겠지 그만큼 퀄리티가 있겠지 하고 갔는데 실망스러웠습니다 음식은 대체적으로 맛있었지만 게살스프가 짰고탄산이랑 아이스커피는 돈을 추가로 내야한다는것이 아쉬웠네요,2023년 1월 29일 일요일,1번째 방문
143,크로와상19,태어나서 첨 가보는 신라호텔 추억가득 사랑가득  비싸구 맛나구 근데 입이 짧아서 많이 먹지못해아쉬웠던 식사,2022년 9월 25일 일요일,1번째 방문
144,Go슴도치,창가 자리 뷰가 참 예쁘고 음식도 맛있었음 내 위가 작은거 빼곤 다 만족,2022년 11월 22일 화요일,1번째 방문
145,감사하죠,,2023년 6월 19일 월요일,1번째 방문
146,가장중요한건지금,분위기는 좋지만 가격대비 음식 구성이 그리 대단하진않아요 몇번째 갓는데  좀 아쉽습니다 12월부터는 가격이 인상된다고 들엇는데 솔직히 인상된 가격에는 이용 안할거같아요 맛도 좀 아쉬웠어요,2023년 2월 11일 토요일,1번째 방문
147,jhs33,,2023년 3월 11일 토요일,2번째 방문
148,Victorson,직원들은 친절하나 매장도 좁고 메뉴도 적은듯 동선도 불편함,2023년 3월 1일 수요일,1번째 방문
149,인천엔젤,대게랑 디저트가 맛있었습니다,2023년 1월 15일 일요일,1번째 방문
150,Lachata,국,2023년 7월 6일 목요일,1번째 방문
151,으니으지,사람 너무많아요생일이라간건데 그냥 결혼식장뷔페같네요 음식은 맛있어요,2022년 10월 7일 금요일,1번째 방문
152,와칸다forever,각종 호화로운 요리들이 많아서 무엇을 먹어야할지 고민이었습니다 게 양갈비 립 스시 등 맛있었고 베이징덕 등 중식메뉴도 좋았습니다서비스는 역시 신라호텔다운 서비스를 받아 좋았어요테이블마다 탄산수 1병씩 놓여있고 다 마시고 무료 추가가능합니다 물론 보통 생수도 있습니다 개인당 기본으로 나오는 스프도 얼마나 맛있는지 디저트 코너에 마카롱 및 각종 케이크는 여자친구가 정말 좋아했습니다 과일도 다양하게 준비되어 있어서 잘 먹었어요2시간이 금방 지나가버려서 아쉽긴 했지만 많이 먹지 못하는 작은 위때문에 충분히 만족했습니다  무조건 재방문 기본 주차는 3시간무료 발렛파킹 25000,2022년 9월 24일 토요일,1번째 방문
153,4hlee,맛있어요,2023년 5월 3일 수요일,1번째 방문
154,jesusinyou,베리굿,2023년 5월 3일 수요일,1번째 방문
155,루루1111,연말송년모임으로 다녀왔는데 얼마못먹어서 아쉽지만 친절해서조았어요 수프와 스테이크 쌀국수 맛납니다,2022년 12월 17일 토요일,1번째 방문
156,게으른냐옹,신라는 역시디저트가 좋아요디저트와 친절함에 기분이 좋아집니다꽤 오랫만에 신라에 다시 왔는데다시 오길 잘했다는 생각이 들었어요음식을 많이 먹진 못했지만기분 좋았어요워커힐도 조선도 좋지만이상하게 신라에 오면 맘이 편하네요올해 다시 한번은 올 거 같아요 ,2022년 9월 17일 토요일,1번째 방문
157,내네임,가격대비해서는 실망,2022년 12월 9일 금요일,1번째 방문
158,뿅글,직원분들 친절하시고 음식도 맛있어요,2023년 1월 28일 토요일,1번째 방문
159,cha****,장충동에있는호텔뷰페식당입니다모든구성 알차고 맛있고직원모두친절해요,2023년 3월 4일 토요일,1번째 방문
160,심똥이,친절 신선 존맛 그잡채,2023년 2월 20일 월요일,1번째 방문
161,ljw159,너무 친절하시고 이번에가 유독 맛있었어요,2023년 1월 20일 금요일,1번째 방문
162,맛있는거먹으러왔지호,저녁 팁을 드리자면사람이 굉장히 많고 입장하자 모두가 음식을 받기 위해 줄을 서서 따뜻한 음식들을 받아도 다른 음식 받기 위해 기다리다 보면 이미 식어서 자리로 오게 됩니다 들어가자 마자 인원들이 음식 받고 식사 시작하면 그 때 음식들을 받고 스테이크 등은 자리 앉기 직전에 받아서 오는게 좋겠더라구요초밥은 원하는 생선으로 원하는 개수로 따로 쥐어주십니다,2022년 12월 9일 금요일,1번째 방문
163,아띠2861,디저트가 정말훌륭하고 과일당도도 뛰어나요 음식은 최곤데 접시가 너무너무 무거워요 ,2022년 11월 3일 목요일,1번째 방문
164,푸요19,베이징덕 맛집이에요테이블 간격이 너무 촘촘해서 사람이 많고음식 동선도 구역 나누어진게 이동에 불편했어요쾌적하게 식사할 수 있진 않았는데 직원분들이 엄청 친절하심 해산물 코너보단 육류코너가 더 나은듯해요해산물 좋아하는데 그래서 저는 좀 아쉬웠어요뭔가 먹잘게 없음 한식코너가 되게 약하고흔한 육회도 없어요중식코너도 쏘쏘인데근데 베이징덕은 괜춘육류에선 la갈비만 먹는 편인데 제주엔 있었는데여긴 없어요제값 주고 오기엔 아쉬운 느낌이에요,2022년 9월 23일 금요일,1번째 방문
165,야금야금냠,적당히 먹을만 합니다,2023년 2월 12일 일요일,1번째 방문
166,삥구1004,맛있어요,2023년 8월 9일 수요일,1번째 방문
167,안녕해용잉,더파크뷰 말이 필요 없습니다,2022년 9월 11일 일요일,1번째 방문
168,겔럭시57,맛있게 잘먹었습니다,2022년 11월 18일 금요일,1번째 방문
169,행복하자6558,너무 열심히 먹느라 음식사진 찍는 건 잊고 있었네요 고기 종류 요리가 맛있어요스테이크 훌륭대게는 매번 차가워서 안먹게 되네요비싸지만 디저트만 제대로 먹어도 아깝지않아요예약이 쉽지않다는게 단점입니다,2022년 7월 9일 토요일,1번째 방문
170,엠제이4,여기 갈 때마다 느끼지만 음식이 너무 많고 맛있어서 위가 더 넓었으면 좋겠단 생각해요,2022년 8월 7일 일요일,1번째 방문
171,파페포퐁,즐겁고 행복한 연말식사였습니다 ,2022년 12월 31일 토요일,1번째 방문
172,kbh22,맛있게 잘먹었어요,2022년 11월 9일 수요일,1번째 방문
173,어른아이83,음식 맛있고 좋아요 서비스도 좋구요,2022년 8월 18일 목요일,1번째 방문
174,냉정한ENTJ,,2022년 12월 29일 목요일,1번째 방문
175,ouoq,맛있고 친절하셔요 역시 호텔신라,2022년 11월 5일 토요일,1번째 방문
176,요즘남자,맛있어요,2023년 9월 26일 화요일,1번째 방문
177,정글레오,사람이 너무 많아서 줄서다가 음식이 식어요,2022년 12월 4일 일요일,1번째 방문
178,토끼4391,안심스테이크 정말 부드러워요,2022년 10월 29일 토요일,1번째 방문
179,미미3358,분위기도 괜찮고 서비스도 매우 좋아요 음식도 다 괜찮은 편이에요 화장실이 너무 작은 게 흠이에요 ,2022년 10월 14일 금요일,1번째 방문
180,G 02,전체적으로 음식에 대한 만족도는 꽤 높습니다 다만 가격 대비 적정한가에 대해서는 좀 의문입니다 중식을 많이 기대했는데 기대에 못미쳤고 스시 코너도 빈약한 감이 있습니다 테이블에 인원마다 주시는 스프는 정말 맛있었도 특히 디저트류가 맛있습니다 배부른 상태인데도 레몬케이크는 베스트였어요 또 직원분들이 친절하셔서 인상 깊었습니다,2022년 4월 18일 월요일,1번째 방문
181,김맥주,중식류가 유명한걸 뒤늦게 알아서 아쉬웠던 파크뷰 서비스가 친절하고 육류가 다양합니다,2022년 9월 8일 목요일,1번째 방문
182,ddd1322,직원들 칭찬이 많던데 저는 손에 꼽네요 테이블정리 안해줘서 매번 요청했으며 대충 치우다가 접시에 있던 음식 테이블에 떨어졌는데도 아무말도 안하고 가심 그러다가 마감 전인데도 식사하고 있는데도 직원지도를 했음 또 음식하는 직원들끼리 피곤하다는 소릴 들음 기타 너무많아서 생략좋은건 호텔이 외관이 굉장히 멋스러움피아노 연주해주시는게 좋음 디저트 몇가지와 멜론이 맛있음 로비가 협소하지만 샹들리에가 멋짐근데 또 음식이 굉장히 맛있냐 그것도 아니였음 배부르지만 너무 맛있어서 많이 먹고 싶은게 아니라 돈이 아까워 뭐라도 먹어보자라는 마음 저는 이렇게 되었으니 여러분은 잘 결정하세요,2022년 10월 3일 월요일,1번째 방문
183,유아쏘뷰티풀,스테이크는 오늘은 맛있어요파크뷰는 대게맛집가격이 올라서 솔직히 155만원 대비 가성비는 이젠 별로인것 같아요 발렛할 경우에만 주차편해요 비오는 오늘같은경우 발렛안했음,2022년 7월 31일 일요일,1번째 방문
184,메롱메론,,2022년 12월 5일 월요일,1번째 방문
185,히히히히히6,진짜 맛있었고 기념일로 가기도 좋아요,2022년 9월 17일 토요일,1번째 방문
186,갬갱,매장 안에 화장실이 2개밖에 없어서 좀 오래 기다림 직원들은 친절했으나 사람이 많음,2022년 10월 10일 월요일,1번째 방문
187,two****,좋아요,2023년 2월 12일 일요일,1번째 방문
188,Daisy1004,신라니까요 뭐 좋은건 당연하지만 일단 아쉬운 점 먼저 말해보자면 프렌치랙은 조선 아리아에 비해 퀄리티가 많이 떨어집니다 굽기 시즈닝 잡내잡는 것 살코기의 크기 등 여러면에서 아리아가 압승이네요 흰살생선도 다른 곳에 비하면 살이 부드럽진 못한 편이고요 또 올리브나 치즈 샤퀴테리류 등 좀 입맛을 더 돋굴만한 서브메뉴들이 없는게 아쉬웠어요 음식들 간은 대체로 슴슴한 편입니다 간이 좀 센걸 좋아하는 제게는 좀 싱거운 디쉬들이 몇개 있었어요 그래도 중식코너가 대체로 괜찮은 편이었고 대게도 맛있게 먹었습니다 직원분들도 매우 친절하시구요,2022년 7월 17일 일요일,1번째 방문
189,혜띠푸드,1부2부가 나뉘어 있어서 일단 입장하자마자 사람이 굉장히 많았고 테이블간격도 좁고 테이블도 좁았어요 맛은 엄청난 맛은 아니지만 전체적으로 맛있었습니다대게는 손질이 잘되서 먹기가 아주 편했고 차가워서 아쉬웠지만 수율이 좋아 살이 실하더라구요 해산물쪽은 몇가지 없어서 좀 아쉬웠습니다고기는 안심스테이크와 쯔란소고기등갈비와 양갈비북경오리가 맛있었는데 특히 안심스테이크는 한입에 베어물어도 바로 잘릴정도로 엄청 부드러워서 너무 맛있고 쯔란등갈비는 맛이 좀 쎈데 중독성있는 맛이었어요우니단새우 모밀은 좋았는데 짜장면은 도삭면이라 간이 안베어있어서 아쉽고  파스타도 종류가 너무 없었네요디저트는 쏘쏘 마카롱은 너무달고 인위적이라 별로고 초코수플레가 맛있었고 하나씩 주는 트러플수프가 맛있었어요,2022년 7월 15일 금요일,1번째 방문
190,먹찌다,,2022년 11월 11일 금요일,1번째 방문
191,소소한영수증,직원분들 친절하고 음식 깔끔하고 좋아요,2022년 7월 25일 월요일,1번째 방문
192,인헌동당그니,마시써용 근데 제주보단 덜한듯  제주는 전복도 있는뎅저의 최애메뉴는 해삼주스 스시 치즈 초코 따끈한 디저트이름 모름 그 외의 중식도 훌륭하고 워낙 유명하지용 파스타도 맛있어요,2022년 5월 20일 금요일,1번째 방문
193,먹깨비깨비16,디저트와 과일 먹으러 가는데 계절에 따라 과일이 차이가있음가성비가 좋다고 말하긴 어려움주차장 발렛 안하면 사용 불편 등산해야함중식좋고 디저트 과일이 좋음직원들이 내부 정리를 조용히 잘해줌 인원이 많아도 시장같지 않게 정리해주는 게 신라의 장점,2022년 4월 9일 토요일,1번째 방문
194,siri1989,친구 생일에 맞춰 처음 방문했어요맛있다는 후기가 많아서 엄청 기대하고 갔죠평소에도 뷔페는 그닥 선호하는 편이 아녔는데역시나 여기도 그냥저냥다양하게 맛 볼 수 있는 건 너무 좋았는데 해산물 중 새우 먹다가 비린 뒤로는 입맛이 싹 사라졌어요 그렇다고 안 먹은 건 아닌데 무얼 먹더라도 맛있다고 느껴지지 않아서 아쉬웠네요 아 그렇지만 양고기와 버섯스프는 진짜 맛있었어요양고기 진짜 냄새 0,2022년 3월 18일 금요일,1번째 방문
195,sj5****,양갈비가 제일 맛있어요 La갈비 맛있었는데 없어져서 아쉬워요 주말에 1부는 시간이 촉박해요 2시간이라서  대화 나누면서 충분히 먹기에는 부족하고 30분 정도 더 있으면 좋겠어요,2022년 9월 18일 일요일,1번째 방문
196,마츠코,가격오르고 가성비 떨어진다는데 처음 와본 사람으로써 이전에 어땠는지 모르겠지만 인터넷 후기에서 보던 와플도 없고 뭐 없는게 너무 많아서 직원분들만 친절했어요 처음엔 하나씩만 맛좀 보자 했는데 그냥 나중엔 먹을게 없다 랄까 왤까요 배가찢어져서 못먹겠다 라기 보다 조금 사실적으로 아웃백 파크뷰 빕스 느낌이예요  와플왜 없었나요 ,2022년 8월 24일 수요일,1번째 방문
197,디기디기디기갱갱,가격은 있지만 특별한 날 가기 좋아요 개인적으로 해산물보다는 디저트육류 순으로 맛있었습니다,2022년 10월 10일 월요일,1번째 방문
198,캠퍼필즈,음식이 다양하고 전반적으로 다 맛있어요 무엇보다 다들 친절하고 서비스가 너무 좋아요,2022년 6월 18일 토요일,1번째 방문
199,youjin727,사람이 너무 많았지만 맛있게 잘먹고왔어요,2023년 1월 15일 일요일,1번째 방문
